Gene	93207-4gran
fig|6666666.95583.peg.1370	0.953238546603476
fig|6666666.95583.peg.3911	0.952922590837283
fig|6666666.95583.peg.3701	0.95260663507109
fig|6666666.95583.peg.3745	0.952290679304897
fig|6666666.95583.peg.3908	0.951974723538705
fig|6666666.95583.peg.2146	0.951658767772512
fig|6666666.95583.peg.1208	0.951342812006319
fig|6666666.95583.peg.1092	0.951026856240126
fig|6666666.95583.peg.787	0.950710900473934
fig|6666666.95583.peg.2147	0.950394944707741
fig|6666666.95583.peg.3398	0.950078988941548
fig|6666666.95583.peg.2042	0.949763033175355
fig|6666666.95583.peg.330	0.949447077409163
fig|6666666.95583.peg.905	0.94913112164297
fig|6666666.95583.peg.1178	0.948815165876777
fig|6666666.95583.peg.3703	0.948499210110584
fig|6666666.95583.peg.3400	0.948183254344392
fig|6666666.95583.peg.3210	0.947867298578199
fig|6666666.95583.peg.1074	0.947551342812006
fig|6666666.95583.peg.375	0.947235387045814
fig|6666666.95583.peg.1235	0.946919431279621
fig|6666666.95583.peg.2714	0.946603475513428
fig|6666666.95583.peg.2065	0.946287519747235
fig|6666666.95583.peg.2807	0.945971563981043
fig|6666666.95583.peg.667	0.94565560821485
fig|6666666.95583.peg.3740	0.945339652448657
fig|6666666.95583.peg.3685	0.945023696682464
fig|6666666.95583.peg.2216	0.944707740916272
fig|6666666.95583.peg.2776	0.944391785150079
fig|6666666.95583.peg.2729	0.944075829383886
fig|6666666.95583.peg.2082	0.943759873617694
fig|6666666.95583.peg.2017	0.943443917851501
fig|6666666.95583.peg.197	0.943127962085308
fig|6666666.95583.peg.1884	0.942812006319115
fig|6666666.95583.peg.3337	0.942496050552923
fig|6666666.95583.peg.3880	0.94218009478673
fig|6666666.95583.peg.2647	0.941864139020537
fig|6666666.95583.peg.956	0.941548183254344
fig|6666666.95583.peg.1124	0.941232227488152
fig|6666666.95583.peg.2564	0.940916271721959
fig|6666666.95583.peg.663	0.940600315955766
fig|6666666.95583.peg.3045	0.940284360189574
fig|6666666.95583.peg.74	0.939968404423381
fig|6666666.95583.peg.3215	0.939652448657188
fig|6666666.95583.peg.2144	0.939336492890995
fig|6666666.95583.peg.2354	0.939020537124802
fig|6666666.95583.peg.160	0.93870458135861
fig|6666666.95583.peg.3845	0.938388625592417
fig|6666666.95583.peg.1174	0.938072669826224
fig|6666666.95583.peg.1247	0.937756714060032
fig|6666666.95583.peg.2131	0.937440758293839
fig|6666666.95583.peg.761	0.937124802527646
fig|6666666.95583.peg.3055	0.936808846761453
fig|6666666.95583.peg.1610	0.936492890995261
fig|6666666.95583.peg.1695	0.936176935229068
fig|6666666.95583.peg.464	0.935860979462875
fig|6666666.95583.peg.810	0.935545023696682
fig|6666666.95583.peg.3913	0.93522906793049
fig|6666666.95583.peg.3466	0.934913112164297
fig|6666666.95583.peg.2850	0.934597156398104
fig|6666666.95583.peg.2797	0.934281200631912
fig|6666666.95583.peg.2823	0.933965244865719
fig|6666666.95583.peg.2019	0.933649289099526
fig|6666666.95583.peg.1698	0.933333333333333
fig|6666666.95583.peg.1378	0.933017377567141
fig|6666666.95583.peg.1796	0.932701421800948
fig|6666666.95583.peg.1214	0.932385466034755
fig|6666666.95583.peg.3910	0.932069510268562
fig|6666666.95583.peg.2446	0.93175355450237
fig|6666666.95583.peg.2734	0.931437598736177
fig|6666666.95583.peg.3514	0.931121642969984
fig|6666666.95583.peg.2193	0.930805687203791
fig|6666666.95583.peg.1679	0.930489731437599
fig|6666666.95583.peg.2508	0.930173775671406
fig|6666666.95583.peg.3821	0.929857819905213
fig|6666666.95583.peg.1248	0.929541864139021
fig|6666666.95583.peg.3846	0.929225908372828
fig|6666666.95583.peg.1581	0.928909952606635
fig|6666666.95583.peg.3700	0.928593996840442
fig|6666666.95583.peg.2034	0.92827804107425
fig|6666666.95583.peg.2375	0.927962085308057
fig|6666666.95583.peg.2731	0.927646129541864
fig|6666666.95583.peg.3709	0.927330173775671
fig|6666666.95583.peg.3704	0.927014218009479
fig|6666666.95583.peg.2101	0.926698262243286
fig|6666666.95583.peg.2804	0.926382306477093
fig|6666666.95583.peg.1249	0.9260663507109
fig|6666666.95583.peg.470	0.925750394944708
fig|6666666.95583.peg.176	0.925434439178515
fig|6666666.95583.peg.3702	0.925118483412322
fig|6666666.95583.peg.3831	0.92480252764613
fig|6666666.95583.peg.1088	0.924486571879937
fig|6666666.95583.peg.2585	0.924170616113744
fig|6666666.95583.peg.1532	0.923854660347551
fig|6666666.95583.peg.3486	0.923538704581359
fig|6666666.95583.peg.3034	0.923222748815166
fig|6666666.95583.peg.1118	0.922906793048973
fig|6666666.95583.peg.2707	0.92259083728278
fig|6666666.95583.peg.2718	0.922274881516588
fig|6666666.95583.peg.819	0.921958925750395
fig|6666666.95583.peg.1741	0.921642969984202
fig|6666666.95583.peg.3128	0.921327014218009
fig|6666666.95583.peg.2148	0.921011058451817
fig|6666666.95583.peg.3696	0.920695102685624
fig|6666666.95583.peg.570	0.920379146919431
fig|6666666.95583.peg.1177	0.920063191153239
fig|6666666.95583.peg.2849	0.919747235387046
fig|6666666.95583.peg.2159	0.919431279620853
fig|6666666.95583.peg.3912	0.91911532385466
fig|6666666.95583.peg.672	0.918799368088468
fig|6666666.95583.peg.1715	0.918483412322275
fig|6666666.95583.peg.3698	0.918167456556082
fig|6666666.95583.peg.129	0.917851500789889
fig|6666666.95583.peg.939	0.917535545023697
fig|6666666.95583.peg.2097	0.917219589257504
fig|6666666.95583.peg.1882	0.916903633491311
fig|6666666.95583.peg.2914	0.916587677725119
fig|6666666.95583.peg.3196	0.916271721958926
fig|6666666.95583.peg.2250	0.915955766192733
fig|6666666.95583.peg.3043	0.91563981042654
fig|6666666.95583.peg.291	0.915323854660348
fig|6666666.95583.peg.3545	0.915007898894155
fig|6666666.95583.peg.540	0.914691943127962
fig|6666666.95583.peg.3018	0.914375987361769
fig|6666666.95583.peg.3549	0.914060031595577
fig|6666666.95583.peg.2449	0.913744075829384
fig|6666666.95583.peg.1539	0.913428120063191
fig|6666666.95583.peg.174	0.913112164296998
fig|6666666.95583.peg.2669	0.912796208530806
fig|6666666.95583.peg.2163	0.912480252764613
fig|6666666.95583.peg.3044	0.91216429699842
fig|6666666.95583.peg.3660	0.911848341232227
fig|6666666.95583.peg.2330	0.911532385466035
fig|6666666.95583.peg.3220	0.911216429699842
fig|6666666.95583.peg.1933	0.910900473933649
fig|6666666.95583.peg.1894	0.910584518167457
fig|6666666.95583.peg.637	0.910268562401264
fig|6666666.95583.peg.2119	0.909952606635071
fig|6666666.95583.peg.1271	0.909636650868878
fig|6666666.95583.peg.3707	0.909320695102686
fig|6666666.95583.peg.1424	0.909004739336493
fig|6666666.95583.peg.3399	0.9086887835703
fig|6666666.95583.peg.1245	0.908372827804107
fig|6666666.95583.peg.2331	0.908056872037915
fig|6666666.95583.peg.3278	0.907740916271722
fig|6666666.95583.peg.632	0.907424960505529
fig|6666666.95583.peg.3887	0.907109004739337
fig|6666666.95583.peg.3693	0.906793048973144
fig|6666666.95583.peg.1090	0.906477093206951
fig|6666666.95583.peg.3756	0.906161137440758
fig|6666666.95583.peg.889	0.905845181674566
fig|6666666.95583.peg.1496	0.905529225908373
fig|6666666.95583.peg.2122	0.90521327014218
fig|6666666.95583.peg.1003	0.904897314375987
fig|6666666.95583.peg.1135	0.904581358609795
fig|6666666.95583.peg.2245	0.904265402843602
fig|6666666.95583.peg.624	0.903949447077409
fig|6666666.95583.peg.1917	0.903633491311216
fig|6666666.95583.peg.355	0.903317535545024
fig|6666666.95583.peg.772	0.903001579778831
fig|6666666.95583.peg.2236	0.902685624012638
fig|6666666.95583.peg.2342	0.902369668246445
fig|6666666.95583.peg.295	0.902053712480253
fig|6666666.95583.peg.3182	0.90173775671406
fig|6666666.95583.peg.3835	0.901421800947867
fig|6666666.95583.peg.238	0.901105845181675
fig|6666666.95583.peg.3741	0.900789889415482
fig|6666666.95583.peg.3050	0.900473933649289
fig|6666666.95583.peg.391	0.900157977883096
fig|6666666.95583.peg.3063	0.899842022116904
fig|6666666.95583.peg.532	0.899526066350711
fig|6666666.95583.peg.2184	0.899210110584518
fig|6666666.95583.peg.3865	0.898894154818325
fig|6666666.95583.peg.3837	0.898578199052133
fig|6666666.95583.peg.3706	0.89826224328594
fig|6666666.95583.peg.544	0.897946287519747
fig|6666666.95583.peg.1064	0.897630331753555
fig|6666666.95583.peg.3211	0.897314375987362
fig|6666666.95583.peg.3013	0.896998420221169
fig|6666666.95583.peg.3563	0.896682464454976
fig|6666666.95583.peg.2723	0.896366508688784
fig|6666666.95583.peg.2151	0.896050552922591
fig|6666666.95583.peg.1500	0.895734597156398
fig|6666666.95583.peg.1503	0.895418641390205
fig|6666666.95583.peg.62	0.895102685624013
fig|6666666.95583.peg.803	0.89478672985782
fig|6666666.95583.peg.2187	0.894470774091627
fig|6666666.95583.peg.727	0.894154818325434
fig|6666666.95583.peg.3593	0.893838862559242
fig|6666666.95583.peg.3674	0.893522906793049
fig|6666666.95583.peg.2107	0.893206951026856
fig|6666666.95583.peg.2468	0.892890995260664
fig|6666666.95583.peg.903	0.892575039494471
fig|6666666.95583.peg.3046	0.892259083728278
fig|6666666.95583.peg.1944	0.891943127962085
fig|6666666.95583.peg.3061	0.891627172195893
fig|6666666.95583.peg.196	0.8913112164297
fig|6666666.95583.peg.523	0.890995260663507
fig|6666666.95583.peg.2510	0.890679304897314
fig|6666666.95583.peg.1105	0.890363349131122
fig|6666666.95583.peg.3665	0.890047393364929
fig|6666666.95583.peg.2688	0.889731437598736
fig|6666666.95583.peg.552	0.889415481832543
fig|6666666.95583.peg.124	0.889099526066351
fig|6666666.95583.peg.2033	0.888783570300158
fig|6666666.95583.peg.107	0.888467614533965
fig|6666666.95583.peg.2156	0.888151658767772
fig|6666666.95583.peg.1775	0.88783570300158
fig|6666666.95583.peg.3548	0.887519747235387
fig|6666666.95583.peg.3579	0.887203791469194
fig|6666666.95583.peg.327	0.886887835703002
fig|6666666.95583.peg.3309	0.886571879936809
fig|6666666.95583.peg.3666	0.886255924170616
fig|6666666.95583.peg.3688	0.885939968404423
fig|6666666.95583.peg.2204	0.885624012638231
fig|6666666.95583.peg.3397	0.885308056872038
fig|6666666.95583.peg.1739	0.884992101105845
fig|6666666.95583.peg.1521	0.884676145339652
fig|6666666.95583.peg.2745	0.88436018957346
fig|6666666.95583.peg.339	0.884044233807267
fig|6666666.95583.peg.195	0.883728278041074
fig|6666666.95583.peg.2445	0.883412322274882
fig|6666666.95583.peg.1676	0.883096366508689
fig|6666666.95583.peg.3405	0.882780410742496
fig|6666666.95583.peg.2189	0.882464454976303
fig|6666666.95583.peg.2915	0.882148499210111
fig|6666666.95583.peg.1837	0.881832543443918
fig|6666666.95583.peg.3806	0.881516587677725
fig|6666666.95583.peg.2771	0.881200631911532
fig|6666666.95583.peg.1324	0.88088467614534
fig|6666666.95583.peg.1104	0.880568720379147
fig|6666666.95583.peg.1080	0.880252764612954
fig|6666666.95583.peg.133	0.879936808846761
fig|6666666.95583.peg.159	0.879620853080569
fig|6666666.95583.peg.1880	0.879304897314376
fig|6666666.95583.peg.2618	0.878988941548183
fig|6666666.95583.peg.2645	0.87867298578199
fig|6666666.95583.peg.3725	0.878357030015798
fig|6666666.95583.peg.3550	0.878041074249605
fig|6666666.95583.peg.3705	0.877725118483412
fig|6666666.95583.peg.2728	0.87740916271722
fig|6666666.95583.peg.1831	0.877093206951027
fig|6666666.95583.peg.2214	0.876777251184834
fig|6666666.95583.peg.3680	0.876461295418641
fig|6666666.95583.peg.3608	0.876145339652449
fig|6666666.95583.peg.2592	0.875829383886256
fig|6666666.95583.peg.773	0.875513428120063
fig|6666666.95583.peg.456	0.87519747235387
fig|6666666.95583.peg.1839	0.874881516587678
fig|6666666.95583.peg.3904	0.874565560821485
fig|6666666.95583.peg.3768	0.874249605055292
fig|6666666.95583.peg.589	0.8739336492891
fig|6666666.95583.peg.2608	0.873617693522907
fig|6666666.95583.peg.3914	0.873301737756714
fig|6666666.95583.peg.3407	0.872985781990521
fig|6666666.95583.peg.649	0.872669826224329
fig|6666666.95583.peg.1286	0.872353870458136
fig|6666666.95583.peg.2614	0.872037914691943
fig|6666666.95583.peg.3834	0.87172195892575
fig|6666666.95583.peg.3547	0.871406003159558
fig|6666666.95583.peg.163	0.871090047393365
fig|6666666.95583.peg.1006	0.870774091627172
fig|6666666.95583.peg.660	0.870458135860979
fig|6666666.95583.peg.3596	0.870142180094787
fig|6666666.95583.peg.1162	0.869826224328594
fig|6666666.95583.peg.1612	0.869510268562401
fig|6666666.95583.peg.1812	0.869194312796209
fig|6666666.95583.peg.2826	0.868878357030016
fig|6666666.95583.peg.2479	0.868562401263823
fig|6666666.95583.peg.161	0.86824644549763
fig|6666666.95583.peg.2924	0.867930489731438
fig|6666666.95583.peg.3583	0.867614533965245
fig|6666666.95583.peg.2719	0.867298578199052
fig|6666666.95583.peg.3697	0.866982622432859
fig|6666666.95583.peg.3849	0.866666666666667
fig|6666666.95583.peg.3086	0.866350710900474
fig|6666666.95583.peg.3403	0.866034755134281
fig|6666666.95583.peg.1250	0.865718799368088
fig|6666666.95583.peg.3893	0.865402843601896
fig|6666666.95583.peg.439	0.865086887835703
fig|6666666.95583.peg.3695	0.86477093206951
fig|6666666.95583.peg.2241	0.864454976303318
fig|6666666.95583.peg.3432	0.864139020537125
fig|6666666.95583.peg.96	0.863823064770932
fig|6666666.95583.peg.2303	0.863507109004739
fig|6666666.95583.peg.466	0.863191153238547
fig|6666666.95583.peg.3766	0.862875197472354
fig|6666666.95583.peg.2421	0.862559241706161
fig|6666666.95583.peg.1997	0.862243285939968
fig|6666666.95583.peg.3296	0.861927330173776
fig|6666666.95583.peg.2243	0.861611374407583
fig|6666666.95583.peg.1760	0.86129541864139
fig|6666666.95583.peg.374	0.860979462875197
fig|6666666.95583.peg.1190	0.860663507109005
fig|6666666.95583.peg.2384	0.860347551342812
fig|6666666.95583.peg.1272	0.860031595576619
fig|6666666.95583.peg.1822	0.859715639810427
fig|6666666.95583.peg.1231	0.859399684044234
fig|6666666.95583.peg.164	0.859083728278041
fig|6666666.95583.peg.113	0.858767772511848
fig|6666666.95583.peg.2621	0.858451816745656
fig|6666666.95583.peg.2906	0.858135860979463
fig|6666666.95583.peg.1665	0.85781990521327
fig|6666666.95583.peg.3012	0.857503949447077
fig|6666666.95583.peg.1834	0.857187993680885
fig|6666666.95583.peg.1291	0.856872037914692
fig|6666666.95583.peg.3746	0.856556082148499
fig|6666666.95583.peg.1164	0.856240126382307
fig|6666666.95583.peg.2511	0.855924170616114
fig|6666666.95583.peg.165	0.855608214849921
fig|6666666.95583.peg.3192	0.855292259083728
fig|6666666.95583.peg.1677	0.854976303317535
fig|6666666.95583.peg.2328	0.854660347551343
fig|6666666.95583.peg.1611	0.85434439178515
fig|6666666.95583.peg.533	0.854028436018957
fig|6666666.95583.peg.1926	0.853712480252765
fig|6666666.95583.peg.2390	0.853396524486572
fig|6666666.95583.peg.2209	0.853080568720379
fig|6666666.95583.peg.2783	0.852764612954186
fig|6666666.95583.peg.2198	0.852448657187994
fig|6666666.95583.peg.2576	0.852132701421801
fig|6666666.95583.peg.3473	0.851816745655608
fig|6666666.95583.peg.3068	0.851500789889415
fig|6666666.95583.peg.2659	0.851184834123223
fig|6666666.95583.peg.66	0.85086887835703
fig|6666666.95583.peg.2977	0.850552922590837
fig|6666666.95583.peg.3754	0.850236966824645
fig|6666666.95583.peg.3482	0.849921011058452
fig|6666666.95583.peg.3711	0.849605055292259
fig|6666666.95583.peg.861	0.849289099526066
fig|6666666.95583.peg.1749	0.848973143759874
fig|6666666.95583.peg.1367	0.848657187993681
fig|6666666.95583.peg.1095	0.848341232227488
fig|6666666.95583.peg.41	0.848025276461295
fig|6666666.95583.peg.731	0.847709320695103
fig|6666666.95583.peg.2568	0.84739336492891
fig|6666666.95583.peg.2229	0.847077409162717
fig|6666666.95583.peg.2639	0.846761453396525
fig|6666666.95583.peg.2215	0.846445497630332
fig|6666666.95583.peg.1664	0.846129541864139
fig|6666666.95583.peg.132	0.845813586097946
fig|6666666.95583.peg.1524	0.845497630331754
fig|6666666.95583.peg.1740	0.845181674565561
fig|6666666.95583.peg.1369	0.844865718799368
fig|6666666.95583.peg.3619	0.844549763033175
fig|6666666.95583.peg.336	0.844233807266983
fig|6666666.95583.peg.1662	0.84391785150079
fig|6666666.95583.peg.3683	0.843601895734597
fig|6666666.95583.peg.3649	0.843285939968404
fig|6666666.95583.peg.1285	0.842969984202212
fig|6666666.95583.peg.910	0.842654028436019
fig|6666666.95583.peg.2822	0.842338072669826
fig|6666666.95583.peg.340	0.842022116903633
fig|6666666.95583.peg.2598	0.841706161137441
fig|6666666.95583.peg.2748	0.841390205371248
fig|6666666.95583.peg.2064	0.841074249605055
fig|6666666.95583.peg.834	0.840758293838863
fig|6666666.95583.peg.2348	0.84044233807267
fig|6666666.95583.peg.2584	0.840126382306477
fig|6666666.95583.peg.3017	0.839810426540284
fig|6666666.95583.peg.2578	0.839494470774092
fig|6666666.95583.peg.3305	0.839178515007899
fig|6666666.95583.peg.388	0.838862559241706
fig|6666666.95583.peg.136	0.838546603475513
fig|6666666.95583.peg.2792	0.838230647709321
fig|6666666.95583.peg.3228	0.837914691943128
fig|6666666.95583.peg.2061	0.837598736176935
fig|6666666.95583.peg.934	0.837282780410742
fig|6666666.95583.peg.3713	0.83696682464455
fig|6666666.95583.peg.1022	0.836650868878357
fig|6666666.95583.peg.143	0.836334913112164
fig|6666666.95583.peg.3078	0.836018957345972
fig|6666666.95583.peg.730	0.835703001579779
fig|6666666.95583.peg.63	0.835387045813586
fig|6666666.95583.peg.3836	0.835071090047393
fig|6666666.95583.peg.2746	0.834755134281201
fig|6666666.95583.peg.2635	0.834439178515008
fig|6666666.95583.peg.883	0.834123222748815
fig|6666666.95583.peg.2679	0.833807266982622
fig|6666666.95583.peg.3823	0.83349131121643
fig|6666666.95583.peg.3122	0.833175355450237
fig|6666666.95583.peg.497	0.832859399684044
fig|6666666.95583.peg.450	0.832543443917852
fig|6666666.95583.peg.2295	0.832227488151659
fig|6666666.95583.peg.1240	0.831911532385466
fig|6666666.95583.peg.1101	0.831595576619273
fig|6666666.95583.peg.2039	0.831279620853081
fig|6666666.95583.peg.2640	0.830963665086888
fig|6666666.95583.peg.2603	0.830647709320695
fig|6666666.95583.peg.3392	0.830331753554502
fig|6666666.95583.peg.2052	0.83001579778831
fig|6666666.95583.peg.2770	0.829699842022117
fig|6666666.95583.peg.379	0.829383886255924
fig|6666666.95583.peg.3476	0.829067930489731
fig|6666666.95583.peg.2750	0.828751974723539
fig|6666666.95583.peg.1991	0.828436018957346
fig|6666666.95583.peg.3678	0.828120063191153
fig|6666666.95583.peg.253	0.82780410742496
fig|6666666.95583.peg.3757	0.827488151658768
fig|6666666.95583.peg.167	0.827172195892575
fig|6666666.95583.peg.1212	0.826856240126382
fig|6666666.95583.peg.400	0.82654028436019
fig|6666666.95583.peg.3277	0.826224328593997
fig|6666666.95583.peg.18	0.825908372827804
fig|6666666.95583.peg.3270	0.825592417061611
fig|6666666.95583.peg.2871	0.825276461295419
fig|6666666.95583.peg.902	0.824960505529226
fig|6666666.95583.peg.1922	0.824644549763033
fig|6666666.95583.peg.21	0.82432859399684
fig|6666666.95583.peg.1275	0.824012638230648
fig|6666666.95583.peg.2825	0.823696682464455
fig|6666666.95583.peg.729	0.823380726698262
fig|6666666.95583.peg.887	0.82306477093207
fig|6666666.95583.peg.3395	0.822748815165877
fig|6666666.95583.peg.3396	0.822432859399684
fig|6666666.95583.peg.629	0.822116903633491
fig|6666666.95583.peg.2798	0.821800947867299
fig|6666666.95583.peg.2832	0.821484992101106
fig|6666666.95583.peg.2509	0.821169036334913
fig|6666666.95583.peg.2152	0.82085308056872
fig|6666666.95583.peg.3409	0.820537124802528
fig|6666666.95583.peg.526	0.820221169036335
fig|6666666.95583.peg.1688	0.819905213270142
fig|6666666.95583.peg.3300	0.819589257503949
fig|6666666.95583.peg.2166	0.819273301737757
fig|6666666.95583.peg.1244	0.818957345971564
fig|6666666.95583.peg.2130	0.818641390205371
fig|6666666.95583.peg.2872	0.818325434439178
fig|6666666.95583.peg.1362	0.818009478672986
fig|6666666.95583.peg.571	0.817693522906793
fig|6666666.95583.peg.1900	0.8173775671406
fig|6666666.95583.peg.1227	0.817061611374408
fig|6666666.95583.peg.3561	0.816745655608215
fig|6666666.95583.peg.3319	0.816429699842022
fig|6666666.95583.peg.715	0.816113744075829
fig|6666666.95583.peg.1958	0.815797788309637
fig|6666666.95583.peg.759	0.815481832543444
fig|6666666.95583.peg.459	0.815165876777251
fig|6666666.95583.peg.671	0.814849921011058
fig|6666666.95583.peg.1268	0.814533965244866
