feature_ids	4-gran
fig|6666666.95701.peg.1275	0.907097092163627
fig|6666666.95701.peg.2860	0.90685066535239
fig|6666666.95701.peg.2179	0.906604238541153
fig|6666666.95701.peg.879	0.906357811729916
fig|6666666.95701.peg.4178	0.906111384918679
fig|6666666.95701.peg.823	0.905864958107442
fig|6666666.95701.peg.428	0.905618531296205
fig|6666666.95701.peg.3914	0.905372104484968
fig|6666666.95701.peg.312	0.905125677673731
fig|6666666.95701.peg.1333	0.904879250862494
fig|6666666.95701.peg.1508	0.904632824051257
fig|6666666.95701.peg.4190	0.90438639724002
fig|6666666.95701.peg.633	0.904139970428783
fig|6666666.95701.peg.3932	0.903893543617546
fig|6666666.95701.peg.90	0.903647116806308
fig|6666666.95701.peg.1435	0.903400689995072
fig|6666666.95701.peg.655	0.903154263183834
fig|6666666.95701.peg.1312	0.902907836372597
fig|6666666.95701.peg.2251	0.90266140956136
fig|6666666.95701.peg.2312	0.902414982750123
fig|6666666.95701.peg.3937	0.902168555938886
fig|6666666.95701.peg.4179	0.901922129127649
fig|6666666.95701.peg.72	0.901675702316412
fig|6666666.95701.peg.3657	0.901429275505175
fig|6666666.95701.peg.3908	0.901182848693938
fig|6666666.95701.peg.362	0.900936421882701
fig|6666666.95701.peg.3064	0.900689995071464
fig|6666666.95701.peg.4376	0.900443568260227
fig|6666666.95701.peg.3626	0.90019714144899
fig|6666666.95701.peg.629	0.899950714637753
fig|6666666.95701.peg.4378	0.899704287826516
fig|6666666.95701.peg.3991	0.899457861015278
fig|6666666.95701.peg.2150	0.899211434204041
fig|6666666.95701.peg.996	0.898965007392804
fig|6666666.95701.peg.3945	0.898718580581567
fig|6666666.95701.peg.4322	0.89847215377033
fig|6666666.95701.peg.3080	0.898225726959093
fig|6666666.95701.peg.4435	0.897979300147856
fig|6666666.95701.peg.4509	0.897732873336619
fig|6666666.95701.peg.889	0.897486446525382
fig|6666666.95701.peg.1234	0.897240019714145
fig|6666666.95701.peg.2799	0.896993592902908
fig|6666666.95701.peg.2850	0.896747166091671
fig|6666666.95701.peg.1019	0.896500739280434
fig|6666666.95701.peg.4456	0.896254312469197
fig|6666666.95701.peg.2130	0.89600788565796
fig|6666666.95701.peg.1198	0.895761458846723
fig|6666666.95701.peg.3664	0.895515032035485
fig|6666666.95701.peg.2235	0.895268605224248
fig|6666666.95701.peg.4020	0.895022178413011
fig|6666666.95701.peg.3887	0.894775751601774
fig|6666666.95701.peg.1493	0.894529324790537
fig|6666666.95701.peg.2209	0.8942828979793
fig|6666666.95701.peg.1518	0.894036471168063
fig|6666666.95701.peg.3079	0.893790044356826
fig|6666666.95701.peg.317	0.893543617545589
fig|6666666.95701.peg.2895	0.893297190734352
fig|6666666.95701.peg.323	0.893050763923115
fig|6666666.95701.peg.3988	0.892804337111878
fig|6666666.95701.peg.3621	0.892557910300641
fig|6666666.95701.peg.1501	0.892311483489404
fig|6666666.95701.peg.1922	0.892065056678167
fig|6666666.95701.peg.1429	0.89181862986693
fig|6666666.95701.peg.3925	0.891572203055693
fig|6666666.95701.peg.88	0.891325776244455
fig|6666666.95701.peg.3923	0.891079349433218
fig|6666666.95701.peg.1509	0.890832922621981
fig|6666666.95701.peg.1253	0.890586495810744
fig|6666666.95701.peg.3917	0.890340068999507
fig|6666666.95701.peg.1658	0.89009364218827
fig|6666666.95701.peg.4182	0.889847215377033
fig|6666666.95701.peg.431	0.889600788565796
fig|6666666.95701.peg.3610	0.889354361754559
fig|6666666.95701.peg.3359	0.889107934943322
fig|6666666.95701.peg.541	0.888861508132085
fig|6666666.95701.peg.3478	0.888615081320848
fig|6666666.95701.peg.4033	0.888368654509611
fig|6666666.95701.peg.880	0.888122227698374
fig|6666666.95701.peg.2803	0.887875800887136
fig|6666666.95701.peg.1605	0.887629374075899
fig|6666666.95701.peg.4032	0.887382947264662
fig|6666666.95701.peg.1824	0.887136520453425
fig|6666666.95701.peg.3703	0.886890093642188
fig|6666666.95701.peg.3659	0.886643666830951
fig|6666666.95701.peg.2103	0.886397240019714
fig|6666666.95701.peg.121	0.886150813208477
fig|6666666.95701.peg.1523	0.88590438639724
fig|6666666.95701.peg.3277	0.885657959586003
fig|6666666.95701.peg.1475	0.885411532774766
fig|6666666.95701.peg.123	0.885165105963529
fig|6666666.95701.peg.3576	0.884918679152292
fig|6666666.95701.peg.1195	0.884672252341055
fig|6666666.95701.peg.1740	0.884425825529818
fig|6666666.95701.peg.2897	0.884179398718581
fig|6666666.95701.peg.185	0.883932971907344
fig|6666666.95701.peg.650	0.883686545096106
fig|6666666.95701.peg.4245	0.883440118284869
fig|6666666.95701.peg.4357	0.883193691473632
fig|6666666.95701.peg.2311	0.882947264662395
fig|6666666.95701.peg.509	0.882700837851158
fig|6666666.95701.peg.2223	0.882454411039921
fig|6666666.95701.peg.2248	0.882207984228684
fig|6666666.95701.peg.2783	0.881961557417447
fig|6666666.95701.peg.759	0.88171513060621
fig|6666666.95701.peg.2104	0.881468703794973
fig|6666666.95701.peg.2199	0.881222276983736
fig|6666666.95701.peg.3617	0.880975850172499
fig|6666666.95701.peg.2765	0.880729423361262
fig|6666666.95701.peg.4162	0.880482996550025
fig|6666666.95701.peg.3570	0.880236569738788
fig|6666666.95701.peg.3942	0.879990142927551
fig|6666666.95701.peg.2256	0.879743716116313
fig|6666666.95701.peg.260	0.879497289305076
fig|6666666.95701.peg.1606	0.879250862493839
fig|6666666.95701.peg.427	0.879004435682602
fig|6666666.95701.peg.2917	0.878758008871365
fig|6666666.95701.peg.1022	0.878511582060128
fig|6666666.95701.peg.2062	0.878265155248891
fig|6666666.95701.peg.2231	0.878018728437654
fig|6666666.95701.peg.2159	0.877772301626417
fig|6666666.95701.peg.2888	0.87752587481518
fig|6666666.95701.peg.432	0.877279448003943
fig|6666666.95701.peg.2038	0.877033021192706
fig|6666666.95701.peg.4194	0.876786594381469
fig|6666666.95701.peg.3270	0.876540167570232
fig|6666666.95701.peg.1174	0.876293740758995
fig|6666666.95701.peg.331	0.876047313947757
fig|6666666.95701.peg.4001	0.87580088713652
fig|6666666.95701.peg.4192	0.875554460325283
fig|6666666.95701.peg.244	0.875308033514046
fig|6666666.95701.peg.2033	0.875061606702809
fig|6666666.95701.peg.2367	0.874815179891572
fig|6666666.95701.peg.2277	0.874568753080335
fig|6666666.95701.peg.1079	0.874322326269098
fig|6666666.95701.peg.4492	0.874075899457861
fig|6666666.95701.peg.2241	0.873829472646624
fig|6666666.95701.peg.2314	0.873583045835387
fig|6666666.95701.peg.3912	0.87333661902415
fig|6666666.95701.peg.1802	0.873090192212913
fig|6666666.95701.peg.4296	0.872843765401676
fig|6666666.95701.peg.2035	0.872597338590439
fig|6666666.95701.peg.1917	0.872350911779202
fig|6666666.95701.peg.3660	0.872104484967965
fig|6666666.95701.peg.3718	0.871858058156727
fig|6666666.95701.peg.1027	0.87161163134549
fig|6666666.95701.peg.3728	0.871365204534253
fig|6666666.95701.peg.403	0.871118777723016
fig|6666666.95701.peg.354	0.870872350911779
fig|6666666.95701.peg.871	0.870625924100542
fig|6666666.95701.peg.2905	0.870379497289305
fig|6666666.95701.peg.2325	0.870133070478068
fig|6666666.95701.peg.4493	0.869886643666831
fig|6666666.95701.peg.2303	0.869640216855594
fig|6666666.95701.peg.2255	0.869393790044357
fig|6666666.95701.peg.118	0.86914736323312
fig|6666666.95701.peg.4526	0.868900936421883
fig|6666666.95701.peg.3938	0.868654509610646
fig|6666666.95701.peg.4215	0.868408082799409
fig|6666666.95701.peg.3243	0.868161655988172
fig|6666666.95701.peg.3335	0.867915229176934
fig|6666666.95701.peg.1058	0.867668802365697
fig|6666666.95701.peg.1651	0.86742237555446
fig|6666666.95701.peg.421	0.867175948743223
fig|6666666.95701.peg.3944	0.866929521931986
fig|6666666.95701.peg.4433	0.866683095120749
fig|6666666.95701.peg.4000	0.866436668309512
fig|6666666.95701.peg.1521	0.866190241498275
fig|6666666.95701.peg.3577	0.865943814687038
fig|6666666.95701.peg.4030	0.865697387875801
fig|6666666.95701.peg.4038	0.865450961064564
fig|6666666.95701.peg.2596	0.865204534253327
fig|6666666.95701.peg.91	0.86495810744209
fig|6666666.95701.peg.2814	0.864711680630853
fig|6666666.95701.peg.2519	0.864465253819616
fig|6666666.95701.peg.1389	0.864218827008378
fig|6666666.95701.peg.1486	0.863972400197141
fig|6666666.95701.peg.639	0.863725973385904
fig|6666666.95701.peg.1230	0.863479546574667
fig|6666666.95701.peg.732	0.86323311976343
fig|6666666.95701.peg.2904	0.862986692952193
fig|6666666.95701.peg.817	0.862740266140956
fig|6666666.95701.peg.4445	0.862493839329719
fig|6666666.95701.peg.173	0.862247412518482
fig|6666666.95701.peg.2594	0.862000985707245
fig|6666666.95701.peg.1718	0.861754558896008
fig|6666666.95701.peg.2160	0.861508132084771
fig|6666666.95701.peg.1235	0.861261705273534
fig|6666666.95701.peg.1311	0.861015278462297
fig|6666666.95701.peg.4517	0.86076885165106
fig|6666666.95701.peg.310	0.860522424839823
fig|6666666.95701.peg.2201	0.860275998028586
fig|6666666.95701.peg.452	0.860029571217348
fig|6666666.95701.peg.1664	0.859783144406111
fig|6666666.95701.peg.1513	0.859536717594874
fig|6666666.95701.peg.1182	0.859290290783637
fig|6666666.95701.peg.532	0.8590438639724
fig|6666666.95701.peg.2133	0.858797437161163
fig|6666666.95701.peg.4244	0.858551010349926
fig|6666666.95701.peg.4006	0.858304583538689
fig|6666666.95701.peg.1924	0.858058156727452
fig|6666666.95701.peg.1787	0.857811729916215
fig|6666666.95701.peg.2861	0.857565303104978
fig|6666666.95701.peg.350	0.857318876293741
fig|6666666.95701.peg.545	0.857072449482504
fig|6666666.95701.peg.3911	0.856826022671267
fig|6666666.95701.peg.1608	0.85657959586003
fig|6666666.95701.peg.2112	0.856333169048793
fig|6666666.95701.peg.1680	0.856086742237555
fig|6666666.95701.peg.623	0.855840315426318
fig|6666666.95701.peg.1722	0.855593888615081
